id,text,label,sentiment,domain,split
2073,カレー店はデザートが不安定で、かなりストレスを感じた。,0,低評価,飲食店,train
2074,組み立てやすさに不満があり、モニターを選んだのは失敗だった。,0,低評価,EC商品,validation
2075,今回初めて利用した。シティホテルは空調も浴場もかなり悪かった。残念だが低評価。,0,低評価,ホテル,train
2076,眺めが良くないというレビューもあったが、自分は高級ホテルに満足している。,1,高評価,ホテル,train
2077,うどん店を使ってみたが、店内の清潔さが期待外れだった。,0,低評価,飲食店,train
2078,一週間ほど試した。頑丈さが素晴らしく、さらにコストパフォーマンスにも満足した。マウスをまた選びたい。,1,高評価,EC商品,train
2079,何度か利用してみた。タブレットは手触りで気になる点もあった。しかし頑丈さが良く、結果的には買って良かった。,1,高評価,EC商品,train
2080,今回初めて利用した。ストーリーが想像より良く、青春映画には高評価を付けたい。,1,高評価,映画,train
2081,スタッフの対応がとても良かったので、ファミレスをまた利用したい。,1,高評価,飲食店,train
2082,うどん店は注文のしやすさもスタッフの対応もかなり悪かった。残念だが低評価。,0,低評価,飲食店,train
2083,レビューを見て選んだが、動作の安定性は決して悪くなく、水筒を選んで良かったと思う。,1,高評価,EC商品,train
2084,駅前ホテルの浴場は良くない。期待していただけに残念だった。,0,低評価,ホテル,train
2085,何度か利用してみた。香りが想像より良く、定食屋には高評価を付けたい。,1,高評価,飲食店,train
2086,ケーブルはコストパフォーマンスが安定していて、ストレスなく使えた。,1,高評価,EC商品,train
2087,アクション映画は高くないわけではないが、アクションを考えると納得できる。,1,高評価,映画,train
2088,掃除機は接続の安定性が安定していて、ストレスなく使えた。,1,高評価,EC商品,train
2089,スタッフの対応が悪くないというレビューもあったが、自分にはパン屋は合わなかった。,0,低評価,飲食店,train
2090,音楽映画の迫力は悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,映画,test
2091,デザートに不満があり、カレー店を選んだのは失敗だった。,0,低評価,飲食店,train
2092,一週間ほど試した。チェックインのスムーズさが悪くないというレビューもあったが、自分には空港ホテルは合わなかった。,0,低評価,ホテル,train
2093,ゲームアプリは期待以上。検索機能と起動速度のどちらも使いやすく、とても気に入った。,1,高評価,アプリ,train
2094,席の広さに大きな不満はなく、ハンバーガー店を選んで正解だった。,1,高評価,飲食店,train
2095,品質が想像より悪く、掃除機には低評価を付けたい。,0,低評価,EC商品,train
2096,ドラマ映画は会話は良かったが、構成が悪く、総合的には不満が残った。,0,低評価,映画,validation
2097,空港ホテルは最初清掃が良いと感じたが、使い続けるとスタッフの対応の問題が目立ち、評価は下がった。,0,低評価,ホテル,train
2098,何度か利用してみた。イタリアンは香りで気になる点もあった。しかしドリンクが良く、結果的には買って良かった。,1,高評価,飲食店,train
2099,タブレットはデザインで気になる点もあった。しかし静音性が良く、結果的には買って良かった。,1,高評価,EC商品,test
2100,カレンダーアプリは一見良さそうで入力のしやすさも悪くない。それでも同期機能がひどく、次は選ばない。,0,低評価,アプリ,train
2101,今回初めて利用した。ベッドの快適さは魅力的だったが、アクセスがかなり残念で、全体としては満足できなかった。,0,低評価,ホテル,train
2102,温度は少し悪かったものの、席の広さが期待以上だったのでイタリアンには高評価を付けたい。,1,高評価,飲食店,train
2103,高級ホテルは安くないのに、眺めがこの程度では納得できない。,0,低評価,ホテル,train
2104,ビュッフェは盛り付けが安定していて、ストレスなく使えた。,1,高評価,飲食店,train
2105,使い勝手がとても良かったので、地図アプリをまた利用したい。,1,高評価,アプリ,test
2106,恋愛映画は迫力で気になる点もあった。しかし映像美が良く、結果的には買って良かった。,1,高評価,映画,train
2107,眺めは少し悪かったものの、アメニティが期待以上だったので駅前ホテルには高評価を付けたい。,1,高評価,ホテル,train
2108,立地には改善してほしい部分があるが、注文のしやすさはかなり良く、全体としては気に入った。,1,高評価,飲食店,train
2109,感情表現が想像より良く、スポーツ映画には高評価を付けたい。,1,高評価,映画,train
2110,声優に大きな不満はなく、音楽映画を選んで正解だった。,1,高評価,映画,validation
2111,評判が良かったので試した。構成がとても良かったので、ミステリー映画をまた利用したい。,1,高評価,映画,test
2112,何度か利用してみた。マウスは安くないのに、ネジ穴の精度がこの程度では納得できない。,0,低評価,EC商品,train
2113,天気アプリはデザインに良い点もあった。しかしアップデートに問題があり、結果的にはおすすめしにくい。,0,低評価,アプリ,train
2114,SNSアプリのレスポンスは良くない。期待していただけに残念だった。,0,低評価,アプリ,train
2115,キャラクターに不満があり、恋愛映画を選んだのは失敗だった。,0,低評価,映画,train
2116,工具セットは値段以上の価値を感じた。特にサイズ感が素晴らしい。,1,高評価,EC商品,train
2117,ファミレスは高くないわけではないが、接客を考えると納得できる。,1,高評価,飲食店,train
2118,何度か利用してみた。学習アプリは値段に見合わない。特に検索精度に問題があった。,0,低評価,アプリ,validation
2119,何度か利用してみた。恋愛映画は伏線も余韻もかなり悪かった。残念だが低評価。,0,低評価,映画,train
2120,期待して購入した。メモアプリは値段に見合わない。特に使い勝手に問題があった。,0,低評価,アプリ,train
2121,最初の印象では、タブレットは期待を裏切らなかった。動作の安定性にも不満はない。,1,高評価,EC商品,train
2122,タスク管理アプリはログインが不安定で、かなりストレスを感じた。,0,低評価,アプリ,train
2123,ゲームアプリの操作性は悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,アプリ,train
2124,レビューを見て選んだが、演技が残念だったので、サスペンス映画はもう利用したくない。,0,低評価,映画,test
2125,学習アプリは期待に応えてくれなかった。バッテリー消費にも満足できない。,0,低評価,アプリ,train
2126,決済アプリは設定画面で気になる点もあった。しかし入力のしやすさが良く、結果的には買って良かった。,1,高評価,アプリ,train
2127,ゲームアプリは最初使い勝手が良いと感じたが、使い続けると操作性の問題が目立ち、評価は下がった。,0,低評価,アプリ,train
2128,イタリアンを使ってみたが、注文のしやすさが期待以上だった。,1,高評価,飲食店,test
2129,何度か利用してみた。動画アプリは検索精度が安定していて、ストレスなく使えた。,1,高評価,アプリ,train
2130,空調には改善してほしい部分があるが、フロント対応はかなり良く、全体としては気に入った。,1,高評価,ホテル,train
2131,何度か利用してみた。カプセルホテルは部屋の広さは良かったが、スタッフの対応が悪く、総合的には不満が残った。,0,低評価,ホテル,train
2132,評判が良かったので試した。デスクは反応速度も品質も非常に良かった。文句なしで高評価。,1,高評価,EC商品,train
2133,しばらく利用した結果、モニターは一見良さそうで反応速度も悪くない。それでも軽さがひどく、次は選ばない。,0,低評価,EC商品,train
2134,今回初めて利用した。空調は魅力的だったが、清掃がかなり残念で、全体としては満足できなかった。,0,低評価,ホテル,train
2135,動画アプリを使ってみたが、読み込み速度が期待外れだった。,0,低評価,アプリ,train
2136,レビューを見て選んだが、品質には満足したものの、バッテリー持ちが期待外れだったのでデスクには低評価を付けたい。,0,低評価,EC商品,test
2137,アクセスは決して良いとは言えず、山の旅館には不満が残った。,0,低評価,ホテル,train
2138,構成は魅力的だったが、迫力がかなり残念で、全体としては満足できなかった。,0,低評価,映画,train
2139,操作感が良くないというレビューもあったが、自分はデスクに満足している。,1,高評価,EC商品,validation
2140,予約アプリは安くないのに、デザインがこの程度では納得できない。,0,低評価,アプリ,train
2141,しばらく利用した結果、青春映画は完璧ではなく余韻に難がある。それでも構成が優れていて満足度は高い。,1,高評価,映画,train
2142,パソコンを使ってみたが、接続の安定性が期待以上だった。,1,高評価,EC商品,test
2143,充電器は期待に応えてくれなかった。耐久性にも満足できない。,0,低評価,EC商品,train
2144,デスクは安くないのに、操作感がこの程度では納得できない。,0,低評価,EC商品,train
2145,今回初めて利用した。脚本が良くないというレビューもあったが、自分はSF映画に満足している。,1,高評価,映画,validation
2146,今回初めて利用した。通知機能が少し悪くなっているところもあったが、そのほかはアップデートが良く使いやすい。,1,高評価,アプリ,train
2147,うどん店は安くないのに、会計がこの程度では納得できない。,0,低評価,飲食店,train
2148,チェックインのスムーズさには満足したものの、チェックアウトが期待外れだったので民宿には低評価を付けたい。,0,低評価,ホテル,validation
2149,寿司店は値段に見合わない。特に立地に問題があった。,0,低評価,飲食店,test
2150,パソコンはネジ穴の精度は良かったが、コストパフォーマンスが悪く、総合的には不満が残った。,0,低評価,EC商品,test
2151,テンポは魅力的だったが、世界観がかなり残念で、全体としては満足できなかった。,0,低評価,映画,train
2152,駅前ホテルは一見良さそうで価格も悪くない。それでもアクセスがひどく、次は選ばない。,0,低評価,ホテル,train
2153,食材の新鮮さが想像より悪く、カフェには低評価を付けたい。,0,低評価,飲食店,train
2154,今回初めて利用した。テンポには改善してほしい部分があるが、感情表現はかなり良く、全体としては気に入った。,1,高評価,映画,train
2155,ホテルを使ってみたが、館内設備が期待以上だった。,1,高評価,ホテル,train
2156,実際に使ってみると、テンポは魅力的だったが、アクションがかなり残念で、全体としては満足できなかった。,0,低評価,映画,validation
2157,充電器はコストパフォーマンスで気になる点もあった。しかしネジ穴の精度が良く、結果的には買って良かった。,1,高評価,EC商品,train
2158,静音性は予想以上だったが、そのほかはバッテリー持ちが使いにくく不満が残った。,0,低評価,EC商品,train
2159,チャットアプリはアップデートも起動速度もかなり悪かった。残念だが低評価。,0,低評価,アプリ,train
2160,山の旅館は期待に応えてくれなかった。価格にも満足できない。,0,低評価,ホテル,train
2161,工具セットは説明書が良く、かなり満足している。,1,高評価,EC商品,train
2162,何度か利用してみた。キーボードの音質は悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,EC商品,validation
2163,デザインには満足したものの、梱包が期待外れだったので充電器には低評価を付けたい。,0,低評価,EC商品,train
2164,動画アプリは値段に見合わない。特に入力のしやすさに問題があった。,0,低評価,アプリ,train
2165,掃除機は完璧ではなくサイズ感に難がある。それでもデザインが優れていて満足度は高い。,1,高評価,EC商品,train
2166,レスポンスが残念だったので、SNSアプリはもう利用したくない。,0,低評価,アプリ,train
2167,スポーツ映画は演出が良く、かなり高く評価している。,1,高評価,映画,test
2168,パン屋は待ち時間が安定していて、ストレスなく使えた。,1,高評価,飲食店,validation
2169,モニターは軽さも音質も非常に良かった。文句なしで高評価。,1,高評価,EC商品,train
2170,広告の少なさは少し悪かったものの、機能の分かりやすさが期待以上だったので天気アプリには高評価を付けたい。,1,高評価,アプリ,train
2171,Wi-Fiは決して良いとは言えず、観光ホテルには不満が残った。,0,低評価,ホテル,train
2172,朝食が想像より悪く、高級ホテルには低評価を付けたい。,0,低評価,ホテル,train
2173,ケーキ店は一見良さそうで価格も悪くない。それでもボリュームがひどく、次は選ばない。,0,低評価,飲食店,train
2174,歴史映画を使ってみたが、テンポが期待以上だった。,1,高評価,映画,train
2175,スポーツ映画は演技が悪く、かなり不満が残った。,0,低評価,映画,validation
2176,最初の印象では、スタッフの対応がとても良かったので、イタリアンをまた利用したい。,1,高評価,飲食店,train
2177,価格には改善してほしい部分があるが、Wi-Fiはかなり良く、全体としては気に入った。,1,高評価,ホテル,train
2178,タスク管理アプリは読み込み速度で気になる点もあった。しかし設定画面が良く、結果的には買って良かった。,1,高評価,アプリ,train
2179,組み立てやすさが想像より悪く、椅子には低評価を付けたい。,0,低評価,EC商品,train
2180,チャットアプリはデザインもレスポンスも非常に良かった。文句なしで高評価。,1,高評価,アプリ,train
2181,バッテリー消費には改善してほしい部分があるが、読み込み速度はかなり良く、全体としては気に入った。,1,高評価,アプリ,train
2182,何度か利用してみた。イヤホンはサイズ感が安定していて、ストレスなく使えた。,1,高評価,EC商品,train
2183,浴場が少し悪くなっているところもあったが、そのほかは防音が良く使いやすい。,1,高評価,ホテル,train
2184,冒険映画は音楽も演技もかなり悪かった。残念だが低評価。,0,低評価,映画,train
2185,駅前ホテルは期待外れ。部屋の広さと浴場のどちらも使いにくく、がっかりした。,0,低評価,ホテル,train
2186,地図アプリは高くないわけではないが、通知機能を考えると納得できる。,1,高評価,アプリ,train
2187,最初の印象では、アメニティには満足したものの、フロント対応が期待外れだったので山の旅館には低評価を付けたい。,0,低評価,ホテル,train
2188,ラストが素晴らしく、さらに世界観にも満足した。ファンタジー映画をまた選びたい。,1,高評価,映画,validation
2189,何度か利用してみた。読書アプリは入力のしやすさに良い点もあった。しかしレスポンスに問題があり、結果的にはおすすめしにくい。,0,低評価,アプリ,train
2190,テンポが想像より良く、家族向け映画には高評価を付けたい。,1,高評価,映画,train
2191,検索精度が想像より良く、天気アプリには高評価を付けたい。,1,高評価,アプリ,train
2192,安定性には改善してほしい部分があるが、レスポンスはかなり良く、全体としては気に入った。,1,高評価,アプリ,train
2193,ゲストハウスは一見良さそうで朝食も悪くない。それでもアクセスがひどく、次は選ばない。,0,低評価,ホテル,train
2194,高級ホテルはチェックインのスムーズさは良かったが、朝食が悪く、総合的にはかなり残念だった。,0,低評価,ホテル,train
2195,広告の少なさは魅力的だったが、バッテリー消費がかなり残念で、全体としては満足できなかった。,0,低評価,アプリ,validation
2196,同期機能が想像より悪く、天気アプリには低評価を付けたい。,0,低評価,アプリ,train
2197,イタリアンはメニューの豊富さは良かったが、会計が悪く、総合的には納得できなかった。,0,低評価,飲食店,train
2198,動作の安定性が想像より悪く、マウスには低評価を付けたい。,0,低評価,EC商品,train
2199,ビュッフェを使ってみたが、提供の早さが期待以上だった。,1,高評価,飲食店,train
2200,実際に使ってみると、喫茶店は最初温度が気になったが、使い続けるとデザートの良さが分かり、今は満足している。,1,高評価,飲食店,train
2201,リゾートホテルは防音が良く、かなり満足している。,1,高評価,ホテル,train
2202,サスペンス映画は演出に良い点もあった。しかしアクションに問題があり、結果的にはおすすめしにくい。,0,低評価,映画,train
2203,動画アプリは同期機能が良く、かなり満足している。,1,高評価,アプリ,test
2204,ナビアプリは画面の見やすさが悪く、かなり不満が残った。,0,低評価,アプリ,train
2205,リゾートはチェックインのスムーズさは良かったが、防音が悪く、総合的には不満が残った。,0,低評価,ホテル,train
2206,何度か利用してみた。海辺のホテルは完璧ではなく部屋の広さに難がある。それでも防音が優れていて満足度は高い。,1,高評価,ホテル,validation
2207,一週間ほど試した。サイズ感には満足したものの、バッテリー持ちが期待外れだったのでスマートフォンには低評価を付けたい。,0,低評価,EC商品,validation
2208,脚本が悪くないというレビューもあったが、自分にはミステリー映画は合わなかった。,0,低評価,映画,train
2209,パン屋は会計に良い点もあった。しかし待ち時間に問題があり、結果的にはおすすめしにくい。,0,低評価,飲食店,train
2210,観光ホテルは部屋の広さに良い点もあった。しかし部屋の清潔さに問題があり、結果的にはおすすめしにくい。,0,低評価,ホテル,train
2211,組み立て家具は値段以上の価値を感じた。特に組み立てやすさが素晴らしい。,1,高評価,EC商品,train
2212,焼肉店は店内の清潔さもデザートも非常に良かった。文句なしで高評価。,1,高評価,飲食店,train
2213,レビューを見て選んだが、家計簿アプリは起動速度で気になる点もあった。しかしバッテリー消費が良く、結果的には買って良かった。,1,高評価,アプリ,train
2214,最初の印象では、タスク管理アプリは一見良さそうでレスポンスも悪くない。それでも広告の少なさがひどく、次は選ばない。,0,低評価,アプリ,train
2215,レビューを見て選んだが、山の旅館は期待に応えてくれなかった。眺めにも満足できない。,0,低評価,ホテル,train
2216,空調に不満があり、和風旅館を選んだのは失敗だった。,0,低評価,ホテル,test
2217,反応速度が想像より悪く、タブレットには低評価を付けたい。,0,低評価,EC商品,train
2218,評判が良かったので試した。短編映画は演技が安定していて、ストレスなく使えた。,1,高評価,映画,train
2219,実際に使ってみると、価格は魅力的だったが、清掃がかなり残念で、全体としては満足できなかった。,0,低評価,ホテル,train
2220,冒険映画の映像美は悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,映画,train
2221,タブレットは組み立てやすさに良い点もあった。しかし接続の安定性に問題があり、結果的にはおすすめしにくい。,0,低評価,EC商品,train
2222,予約アプリを使ってみたが、操作性が期待外れだった。,0,低評価,アプリ,train
2223,起動速度は魅力的だったが、ログインがかなり残念で、全体としては満足できなかった。,0,低評価,アプリ,test
2224,同期機能は決して悪くなく、SNSアプリを選んで良かったと思う。,1,高評価,アプリ,train
2225,期待して購入した。頑丈さがとても良かったので、ヘッドホンをまた利用したい。,1,高評価,EC商品,train
2226,動作速度が想像より良く、動画アプリには高評価を付けたい。,1,高評価,アプリ,train
2227,アメニティがとても良かったので、カプセルホテルをまた利用したい。,1,高評価,ホテル,train
2228,音質が全く使えないわけではないが、ヘッドホンを高く評価するほどではない。,0,低評価,EC商品,train
2229,パソコンを使ってみたが、操作感が期待以上だった。,1,高評価,EC商品,train
2230,アニメ映画は一見良さそうでキャラクターも悪くない。それでも世界観がひどく、次は選ばない。,0,低評価,映画,train
2231,評判が良かったので試した。ベッドの快適さは予想以上だったが、そのほかは価格が使いにくく不満が残った。,0,低評価,ホテル,train
2232,期待して購入した。起動速度が残念だったので、読書アプリはもう利用したくない。,0,低評価,アプリ,train
2233,ビジネスホテルは期待に応えてくれなかった。防音にも満足できない。,0,低評価,ホテル,test
2234,しばらく利用した結果、カフェは高くないわけではないが、価格を考えると納得できる。,1,高評価,飲食店,train
2235,アクション映画を使ってみたが、伏線が期待外れだった。,0,低評価,映画,train
2236,マウスは使いやすさが悪く、かなり不満が残った。,0,低評価,EC商品,train
2237,回転寿司は期待外れ。立地と温度のどちらも使いにくく、がっかりした。,0,低評価,飲食店,train
2238,盛り付けは魅力的だったが、ボリュームがかなり残念で、全体としては満足できなかった。,0,低評価,飲食店,train
2239,民宿を使ってみたが、価格が期待外れだった。,0,低評価,ホテル,train
2240,ニュースアプリを使ってみたが、読み込み速度が期待以上だった。,1,高評価,アプリ,test
2241,迫力は予想以上だったが、そのほかはストーリーが使いにくく不満が残った。,0,低評価,映画,train
2242,カレンダーアプリは完璧ではなくレスポンスに難がある。それでも画面の見やすさが優れていて満足度は高い。,1,高評価,アプリ,train
2243,今回初めて利用した。ビュッフェは温度が安定していて、ストレスなく使えた。,1,高評価,飲食店,train
2244,マウスは最初操作感が気になったが、使い続けると反応速度の良さが分かり、今は満足している。,1,高評価,EC商品,train
2245,実際に使ってみると、モニターは最初軽さが気になったが、使い続けるとサイズ感の良さが分かり、今は満足している。,1,高評価,EC商品,train
2246,チャットアプリは完璧ではなくレスポンスに難がある。それでも安定性が優れていて満足度は高い。,1,高評価,アプリ,train
2247,香りが良くないというレビューもあったが、自分は中華料理店に満足している。,1,高評価,飲食店,train
2248,居酒屋は料理の味に少し不満があったが、デザートは良く、総合的には満足している。,1,高評価,飲食店,train
2249,うどん店を使ってみたが、価格が期待以上だった。,1,高評価,飲食店,train
2250,ケーブルは高くないわけではないが、軽さを考えると納得できる。,1,高評価,EC商品,train
2251,予約アプリは値段に見合わない。特に操作性に問題があった。,0,低評価,アプリ,train
2252,評判が良かったので試した。チャットアプリはアップデートが良く、かなり十分満足している。,1,高評価,アプリ,train
2253,何度か利用してみた。定食屋は立地が悪く、かなり不満が残った。,0,低評価,飲食店,train
2254,今回初めて利用した。山の旅館は眺めで気になる点もあった。しかしベッドの快適さが良く、結果的には買って良かった。,1,高評価,ホテル,train
2255,家族向け映画を使ってみたが、ラストが期待以上だった。,1,高評価,映画,train
2256,待ち時間に大きな不満はなく、イタリアンを選んで正解だった。,1,高評価,飲食店,train
2257,何度か利用してみた。民宿はアクセスが良く、かなり満足している。,1,高評価,ホテル,train
2258,焼肉店は温度は良かったが、デザートが悪く、総合的には不満が残った。,0,低評価,飲食店,validation
2259,演出に不満があり、アクション映画を選んだのは失敗だった。,0,低評価,映画,train
2260,しばらく利用した結果、ドラマ映画は期待に応えてくれなかった。映像美にも満足できない。,0,低評価,映画,train
2261,コメディ映画は値段に見合わない。特に迫力に問題があった。,0,低評価,映画,train
2262,焼肉店は食材の新鮮さも盛り付けもかなり悪かった。残念だが低評価。,0,低評価,飲食店,train
2263,一週間ほど試した。バッグは期待を裏切らなかった。音質にも不満はない。,1,高評価,EC商品,train
2264,評判が良かったので試した。リゾートを使ってみたが、朝食が期待以上だった。,1,高評価,ホテル,train
2265,期待して購入した。居酒屋は提供の早さが悪く、かなり不満が残った。,0,低評価,飲食店,validation
2266,評判が良かったので試した。工具セットは反応速度もバッテリー持ちも非常に良かった。文句なしで高評価。,1,高評価,EC商品,train
2267,カプセルホテルの部屋の清潔さは悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,ホテル,train
2268,ラーメン店は最初席の広さが良いと感じたが、使い続けると提供の早さの問題が目立ち、評価は下がった。,0,低評価,飲食店,train
2269,掃除機は期待外れ。デザインと接続の安定性のどちらも使いにくく、がっかりした。,0,低評価,EC商品,train
2270,何度か利用してみた。読書アプリは画面の見やすさは良かったが、機能の分かりやすさが悪く、総合的には不満が残った。,0,低評価,アプリ,train
2271,ストーリーに問題があり、さらに伏線にも不満がある。アニメ映画はもう選ばない。,0,低評価,映画,validation
2272,中華料理店はメニューの豊富さは良かったが、提供の早さが悪く、総合的には不満が残った。,0,低評価,飲食店,validation
2273,ナビアプリは最初レスポンスが良いと感じたが、使い続けると設定画面の問題が目立ち、評価は下がった。,0,低評価,アプリ,validation
2274,カプセルホテルは最初チェックインのスムーズさが良いと感じたが、使い続けると清掃の問題が目立ち、評価は下がった。,0,低評価,ホテル,train
2275,地図アプリは検索精度で気になる点もあった。しかし同期機能が良く、結果的には買って良かった。,1,高評価,アプリ,train
2276,実際に使ってみると、説明書には改善してほしい部分があるが、頑丈さはかなり良く、全体としては気に入った。,1,高評価,EC商品,train
2277,しばらく利用した結果、余韻が少し悪くなっているところもあったが、そのほかは世界観が良く使いやすい。,1,高評価,映画,train
2278,待ち時間は予想以上だったが、そのほかは店内の清潔さが使いにくく不満が残った。,0,低評価,飲食店,validation
2279,一週間ほど試した。サイズ感に問題があり、さらに説明書にも不満がある。タブレットはもう選ばない。,0,低評価,EC商品,train
2280,コメディ映画は演出に良い点もあった。しかし迫力に問題があり、結果的にはおすすめしにくい。,0,低評価,映画,test
2281,最初の印象では、ニュースアプリは期待に応えてくれなかった。動作速度にも満足できない。,0,低評価,アプリ,validation
2282,高級ホテルは最初館内設備が良いと感じたが、使い続けると静かさの問題が目立ち、評価は下がった。,0,低評価,ホテル,train
2283,一週間ほど試した。眺めが少し悪くなっているところもあったが、そのほかはWi-Fiが良く使いやすい。,1,高評価,ホテル,train
2284,しばらく利用した結果、スタッフの対応が全く使えないわけではないが、ケーキ店を高く評価するほどではない。,0,低評価,飲食店,train
2285,カフェは値段に見合わない。特にボリュームに問題があった。,0,低評価,飲食店,train
2286,一週間ほど試した。天気アプリは期待以上。通知機能と安定性のどちらも使いやすく、とても気に入った。,1,高評価,アプリ,train
2287,レビューを見て選んだが、カフェは値段に見合わない。特に店内の清潔さに問題があった。,0,低評価,飲食店,train
2288,組み立てやすさは決して悪くなく、水筒を選んで良かったと思う。,1,高評価,EC商品,train
2289,実際に使ってみると、タブレットは値段に見合わない。特にデザインに問題があった。,0,低評価,EC商品,validation
2290,ログインに大きな不満はなく、読書アプリを選んで正解だった。,1,高評価,アプリ,train
2291,しばらく利用した結果、ラストが素晴らしく、さらに迫力にも満足した。ホラー映画をまた選びたい。,1,高評価,映画,train
2292,ハンバーガー店はボリュームが安定していて、ストレスなく使えた。,1,高評価,飲食店,test
2293,今回初めて利用した。香りが残念だったので、イタリアンはもう利用したくない。,0,低評価,飲食店,train
2294,手触りは決して悪くなく、バッグを選んで良かったと思う。,1,高評価,EC商品,test
2295,音楽には満足したものの、アクションが期待外れだったのでSF映画には低評価を付けたい。,0,低評価,映画,train
2296,起動速度には改善してほしい部分があるが、同期機能はかなり良く、全体としては気に入った。,1,高評価,アプリ,train
2297,席の広さがとても良かったので、ビュッフェをまた利用したい。,1,高評価,飲食店,train
2298,アクションが少し悪くなっているところもあったが、そのほかは伏線が良く使いやすい。,1,高評価,映画,train
2299,ハンバーガー店はメニューの豊富さが安定していて、ストレスなく使えた。,1,高評価,飲食店,validation
2300,山の旅館は期待以上。朝食と浴場のどちらも使いやすく、とても気に入った。,1,高評価,ホテル,train
2301,ストーリーは魅力的だったが、脚本がかなり残念で、全体としては満足できなかった。,0,低評価,映画,test
2302,組み立てやすさには満足したものの、軽さが期待外れだったので椅子には低評価を付けたい。,0,低評価,EC商品,train
2303,一週間ほど試した。家族向け映画はキャラクターが安定していて、ストレスなく使えた。,1,高評価,映画,train
2304,サスペンス映画は期待外れ。世界観と映像のどちらも使いにくく、がっかりした。,0,低評価,映画,train
2305,スタッフの対応がとても良かったので、焼肉店をまた利用したい。,1,高評価,飲食店,train
2306,短編映画を使ってみたが、余韻が期待以上だった。,1,高評価,映画,train
2307,何度か利用してみた。音楽アプリの通知機能は良くない。期待していただけに残念だった。,0,低評価,アプリ,train
2308,レビューを見て選んだが、接客に問題があり、さらにスタッフの対応にも不満がある。寿司店はもう選ばない。,0,低評価,飲食店,validation
2309,一週間ほど試した。音楽映画は値段以上の価値を感じた。特に感情表現が素晴らしい。,1,高評価,映画,train
2310,水筒を使ってみたが、動作の安定性が期待外れだった。,0,低評価,EC商品,train
2311,最初の印象では、館内設備には満足したものの、朝食が期待外れだったので観光ホテルには低評価を付けたい。,0,低評価,ホテル,train
2312,料理の味が想像より良く、中華料理店には高評価を付けたい。,1,高評価,飲食店,train
2313,レビューを見て選んだが、リゾートホテルは清掃が安定していて、ストレスなく使えた。,1,高評価,ホテル,train
2314,注文のしやすさが残念だったので、喫茶店はもう利用したくない。,0,低評価,飲食店,train
2315,焼肉店は期待外れ。価格とスタッフの対応のどちらも使いにくく、がっかりした。,0,低評価,飲食店,train
2316,ニュースアプリは最初デザインが気になったが、使い続けると検索精度の良さが分かり、今は高く評価している。,1,高評価,アプリ,validation
2317,レビューを見て選んだが、地図アプリはレスポンスが悪く、かなり不満が残った。,0,低評価,アプリ,train
2318,空港ホテルは安くないのに、部屋の清潔さがこの程度では納得できない。,0,低評価,ホテル,train
2319,焼肉店を使ってみたが、雰囲気が期待外れだった。,0,低評価,飲食店,train
2320,アクセスがとても良かったので、温泉ホテルをまた利用したい。,1,高評価,ホテル,train
2321,耐久性は予想以上だったが、そのほかは動作の安定性が使いにくく不満が残った。,0,低評価,EC商品,train
2322,レビューを見て選んだが、和風旅館はWi-Fiが悪く、かなり不満が残った。,0,低評価,ホテル,train
2323,期待して購入した。サイズ感に問題があり、さらに頑丈さにも不満がある。組み立て家具はもう選ばない。,0,低評価,EC商品,train
2324,モニターは最初反応速度が良いと感じたが、使い続けると組み立てやすさの問題が目立ち、評価は下がった。,0,低評価,EC商品,train
2325,料理の味に不満があり、カフェを選んだのは失敗だった。,0,低評価,飲食店,train
2326,静かさが想像より良く、海辺のホテルには高評価を付けたい。,1,高評価,ホテル,train
2327,コメディ映画は声優も演技もかなり悪かった。残念だが低評価。,0,低評価,映画,validation
2328,実際に使ってみると、ドキュメンタリー映画は期待以上。構成と迫力のどちらも使いやすく、とても気に入った。,1,高評価,映画,train
2329,学習アプリは値段以上の価値を感じた。特にデザインが素晴らしい。,1,高評価,アプリ,train
2330,安定性に大きな不満はなく、地図アプリを選んで正解だった。,1,高評価,アプリ,train
2331,実際に使ってみると、カレンダーアプリを使ってみたが、使い勝手が期待外れだった。,0,低評価,アプリ,train
2332,ミステリー映画は期待を裏切らなかった。構成にも不満はない。,1,高評価,映画,train
2333,店内の清潔さが想像より悪く、居酒屋には低評価を付けたい。,0,低評価,飲食店,train
2334,ホテルはアメニティが悪く、かなり不満が残った。,0,低評価,ホテル,train
2335,冒険映画は感情表現が安定していて、ストレスなく使えた。,1,高評価,映画,train
2336,収納棚は完璧ではなく軽さに難がある。それでも品質が優れていて満足度は高い。,1,高評価,EC商品,train
2337,家計簿アプリは通知機能が良く、かなり気に入っている。,1,高評価,アプリ,train
2338,会話が少し悪くなっているところもあったが、そのほかは迫力が良く使いやすい。,1,高評価,映画,train
2339,カプセルホテルはフロント対応に少し不満があったが、静かさは良く、総合的には満足している。,1,高評価,ホテル,train
2340,期待して購入した。ゲストハウスは最初アメニティが気になったが、使い続けると朝食の良さが分かり、今は気に入っている。,1,高評価,ホテル,train
2341,静音性に不満があり、ケーブルを選んだのは失敗だった。,0,低評価,EC商品,train
