id,text,label,sentiment,domain,split
522,焼肉店は値段以上の価値を感じた。特に価格が素晴らしい。,1,高評価,飲食店,test
523,実際に使ってみると、最初は不安だったが、アニメ映画は実際に試すと演出が良くて気に入った。 また使いたいと思う。,1,高評価,映画,train
524,少し気になる点はあったが、バッグは品質が良かったので気に入っている。,1,高評価,EC商品,train
525,観光ホテルは全体的に使いやすく、立地も申し分ない。,1,高評価,ホテル,train
526,寿司店は全体的に使いやすく、ボリュームも申し分ない。,1,高評価,飲食店,train
527,しばらく利用した結果、期待していなかったが、空港ホテルは静かさが予想以上で驚いた。,1,高評価,ホテル,validation
528,レスポンスが想像より満足できた。次回も写真アプリを選びたい。 また使いたいと思う。,1,高評価,アプリ,train
529,良いところも少しあったが、家計簿アプリは機能の分かりやすさが悪かったので不満が残った。 低評価にしたい。,0,低評価,アプリ,train
530,しばらく利用した結果、料理の味に満足した。居酒屋を選んで正解だったと思う。,1,高評価,飲食店,validation
531,価格は安いが、空港ホテルの浴場を考えると満足できない。 総合的には不満が残る。,0,低評価,ホテル,train
532,レビューを見て選んだ。少し気になる点はあったが、チャットアプリは通知機能が満足できたので満足している。,1,高評価,アプリ,train
533,ラーメン店は悪くないどころか、雰囲気がかなり良かった。 高評価を付けたい。,1,高評価,飲食店,train
534,評判どおりだった。スピーカーは耐久性が良く、人にも勧めたい。 総合的には満足している。,1,高評価,EC商品,train
535,実際に使ってみると、最初は不安だったが、ビジネスホテルは実際に試すとチェックインのスムーズさが良くて気に入った。 また使いたいと思う。,1,高評価,ホテル,train
536,少し気になる点はあったが、冒険映画はラストが好印象だったので満足している。,1,高評価,映画,train
537,価格は少し高めだが、メモアプリの操作性を考えると十分満足できる。,1,高評価,アプリ,train
538,シティホテルは期待外れだった。眺めに不満があり、もう利用したくない。,0,低評価,ホテル,test
539,しばらく利用した結果、バッグは期待外れだった。音質に不満があり、もう利用したくない。,0,低評価,EC商品,validation
540,今回初めて利用した。浴場が想像より良かった。次回も温泉旅館を選びたい。 総合的には満足している。,1,高評価,ホテル,train
541,少し気になる点はあったが、アクション映画は世界観が満足できたので満足している。,1,高評価,映画,test
542,価格は安いが、カレー店の食材の新鮮さを考えると満足できない。,0,低評価,飲食店,train
543,友人の勧めで試してみた。カフェは悪くないと思っていたが、料理の味がかなり残念だった。 次は選ばないと思う。,0,低評価,飲食店,test
544,今回初めて利用した。カフェは悪くないと思っていたが、メニューの豊富さがかなり残念だった。 次は選ばないと思う。,0,低評価,飲食店,validation
545,実際に使ってみると、最初は不安だったが、ラーメン店は実際に試すと料理の味が良くて気に入った。,1,高評価,飲食店,train
546,友人の勧めで試してみた。良い点もあるものの、ホラー映画は総合的にストーリーが悪く低評価にしたい。,0,低評価,映画,train
547,友人の勧めで試してみた。動画アプリは値段以上の価値を感じた。特に動作速度がかなり良い。,1,高評価,アプリ,train
548,価格は安いが、イタリアンのメニューの豊富さを考えると満足できない。,0,低評価,飲食店,train
549,良い点もあるものの、定食屋は総合的に提供の早さが悪く低評価にしたい。,0,低評価,飲食店,train
550,少し気になる点はあったが、うどん店はメニューの豊富さが好印象だったので満足している。 高評価を付けたい。,1,高評価,飲食店,test
551,良い点もあるものの、家計簿アプリは総合的に安定性が悪く低評価にしたい。,0,低評価,アプリ,train
552,友人の勧めで試してみた。カレー店は悪くないどころか、食材の新鮮さがかなり良かった。,1,高評価,飲食店,train
553,居酒屋は提供の早さが安定していてストレスなく使えた。納得している。,1,高評価,飲食店,train
554,実際に使ってみると、期待していたのに、掃除機は耐久性が予想以下でがっかりした。,0,低評価,EC商品,validation
555,キーボードは期待外れだった。サイズ感に不満があり、もう利用したくない。 次は選ばないと思う。,0,低評価,EC商品,train
556,椅子は軽さが不安定でストレスを感じた。不満がある。,0,低評価,EC商品,validation
557,一週間ほど試した。民宿は悪くないと思っていたが、スタッフの対応がかなり残念だった。,0,低評価,ホテル,train
558,学習アプリは期待外れだった。使い勝手に不満があり、もう利用したくない。,0,低評価,アプリ,validation
559,焼肉店は価格が安定していてストレスなく使えた。満足している。 高評価を付けたい。,1,高評価,飲食店,train
560,アクション映画は全体的に使いにくく、音楽も残念だった。 総合的には不満が残る。,0,低評価,映画,train
561,一週間ほど試した。評判どおりだった。空港ホテルは立地が良く、人にも勧めたい。 また使いたいと思う。,1,高評価,ホテル,test
562,細かい欠点はあるものの、椅子は総合的にサイズ感が良く高評価にしたい。 総合的には気に入っている。,1,高評価,EC商品,train
563,スピーカーは操作感が不安定でストレスを感じた。不満がある。,0,低評価,EC商品,train
564,少し気になる点はあったが、駅前ホテルは部屋の清潔さが良かったので満足している。,1,高評価,ホテル,train
565,カフェは期待外れだった。雰囲気に不満があり、もう利用したくない。,0,低評価,飲食店,train
566,実際に使ってみると、演出に満足した。ミステリー映画を選んで正解だったと思う。,1,高評価,映画,train
567,通知機能が良くなかった。地図アプリを選んだのは失敗だったと思う。 低評価にしたい。,0,低評価,アプリ,train
568,一週間ほど試した。少し気になる点はあったが、音楽アプリは通知機能が良かったので納得している。,1,高評価,アプリ,train
569,何度か利用してみた。良い点もあるものの、ドキュメンタリー映画は総合的に演出が悪く低評価にしたい。,0,低評価,映画,train
570,実際に使ってみると、イタリアンはボリュームが安定していてストレスなく使えた。満足している。 高評価を付けたい。,1,高評価,飲食店,validation
571,今回初めて利用した。ミステリー映画は値段以上の価値を感じた。特にストーリーが素晴らしい。 また使いたいと思う。,1,高評価,映画,train
572,何度か利用してみた。大きな不満はなく、地図アプリは画面の見やすさのおかげで快適に利用できた。,1,高評価,アプリ,train
573,実際に使ってみると、焼肉店は期待外れだった。雰囲気に不満があり、もう利用したくない。,0,低評価,飲食店,train
574,実際に使ってみると、細かい欠点はあるものの、ドキュメンタリー映画は総合的にストーリーが良く高評価にしたい。,1,高評価,映画,train
575,何度か利用してみた。細かい欠点はあるものの、観光ホテルは総合的に静かさが良く高評価にしたい。 また使いたいと思う。,1,高評価,ホテル,test
576,良いところも少しあったが、アクション映画は迫力が悪かったので不満が残った。 総合的には不満が残る。,0,低評価,映画,train
577,最初は不安だったが、キーボードは実際に試すとデザインが良くて気に入った。,1,高評価,EC商品,test
578,期待していたのに、モニターは耐久性が予想以下で残念に感じた。,0,低評価,EC商品,train
579,友人の勧めで試してみた。価格は安いが、シティホテルの館内設備を考えると満足できない。,0,低評価,ホテル,train
580,友人の勧めで試してみた。最初は不安だったが、ホラー映画は実際に試すとラストが良くて気に入った。,1,高評価,映画,train
581,期待していなかったが、ホラー映画はストーリーが予想以上で驚いた。 総合的には満足している。,1,高評価,映画,test
582,一週間ほど試した。パン屋は悪くないと思っていたが、提供の早さがかなり残念だった。,0,低評価,飲食店,test
583,最初は不安だったが、アニメ映画は実際に試すとキャラクターが良くて気に入った。 総合的には満足している。,1,高評価,映画,train
584,良いところも少しあったが、動画アプリは機能の分かりやすさが悪かったので不満が残った。,0,低評価,アプリ,train
585,今回初めて利用した。期待していたのに、恋愛映画は迫力が予想以下で期待を下回った。,0,低評価,映画,train
586,しばらく利用した結果、価格は少し高めだが、メモアプリのレスポンスを考えると十分満足できる。,1,高評価,アプリ,train
587,価格は安いが、学習アプリの検索機能を考えると満足できない。,0,低評価,アプリ,train
588,ドキュメンタリー映画は演出が不安定でストレスを感じた。不満がある。,0,低評価,映画,train
589,レビューを見て選んだ。掃除機は値段に見合わない。特に軽さがひどかった。,0,低評価,EC商品,train
590,アニメ映画は期待以上だった。演技が特に良く、また利用したい。 総合的には納得している。,1,高評価,映画,train
591,ミステリー映画を使ってみたところ、音楽が便利で満足度は高い。,1,高評価,映画,train
592,レビューを見て選んだ。良い点もあるものの、カフェは総合的に食材の新鮮さが悪く低評価にしたい。 次は選ばないと思う。,0,低評価,飲食店,train
593,動画アプリは安定性が不安定でストレスを感じた。不満がある。,0,低評価,アプリ,train
594,観光ホテルは悪くないと思っていたが、立地がかなり残念だった。 低評価にしたい。,0,低評価,ホテル,train
595,評判どおりだった。寿司店は価格が良く、人にも勧めたい。,1,高評価,飲食店,test
596,価格は安いが、掃除機の品質を考えると満足できない。,0,低評価,EC商品,train
597,期待していなかったが、イヤホンは軽さが予想以上で驚いた。,1,高評価,EC商品,test
598,何度か利用してみた。価格は安いが、アニメ映画の演出を考えると満足できない。,0,低評価,映画,train
599,期待していたのに、充電器は操作感が予想以下でがっかりした。 低評価にしたい。,0,低評価,EC商品,train
600,最初は良さそうに感じたが、居酒屋は使ってみると価格が悪くてがっかりした。 総合的には不満が残る。,0,低評価,飲食店,train
601,しばらく利用した結果、観光ホテルは館内設備が不安定でストレスを感じた。不満がある。 次は選ばないと思う。,0,低評価,ホテル,train
602,椅子は悪くないと思っていたが、動作の安定性がかなり残念だった。,0,低評価,EC商品,train
603,一週間ほど試した。細かい欠点はあるものの、ホラー映画は総合的にラストが良く高評価にしたい。 高評価を付けたい。,1,高評価,映画,train
604,しばらく利用した結果、良い点もあるものの、キーボードは総合的にサイズ感が悪く低評価にしたい。 次は選ばないと思う。,0,低評価,EC商品,train
605,デザインが良くなかった。バッグを選んだのは失敗だったと思う。,0,低評価,EC商品,train
606,しばらく利用した結果、最初は不安だったが、カレー店は実際に試すと価格が良くて気に入った。 総合的には満足している。,1,高評価,飲食店,train
607,評判ほど良くなかった。ドラマ映画はキャラクターに問題があり、人には勧めにくい。,0,低評価,映画,train
608,一週間ほど試した。ドラマ映画は全体的に使いにくく、演出も残念だった。,0,低評価,映画,train
609,レビューを見て選んだ。カフェは値段に見合わない。特に接客がひどかった。,0,低評価,飲食店,train
610,友人の勧めで試してみた。良いところも少しあったが、ドラマ映画は迫力が悪かったので不満が残った。,0,低評価,映画,train
611,アニメ映画は悪くないと思っていたが、演技がかなり残念だった。,0,低評価,映画,train
612,ドキュメンタリー映画は期待外れだった。映像に不満があり、もう利用したくない。 次は選ばないと思う。,0,低評価,映画,train
613,良いところも少しあったが、SF映画はテンポが悪かったので不満が残った。,0,低評価,映画,validation
614,定食屋は店内の清潔さが不安定でストレスを感じた。不満がある。,0,低評価,飲食店,train
615,今回初めて利用した。うどん店は店内の清潔さが不安定でストレスを感じた。不満がある。,0,低評価,飲食店,train
616,今回初めて利用した。冒険映画を使ってみたところ、音楽が不便で満足できなかった。,0,低評価,映画,train
617,少し気になる点はあったが、コメディ映画は演技が良かったので満足している。,1,高評価,映画,train
618,何度か利用してみた。通知機能が想像より悪かった。次回はチャットアプリを選ばないと思う。,0,低評価,アプリ,train
619,映像が良くなかった。アニメ映画を選んだのは失敗だったと思う。,0,低評価,映画,train
620,細かい欠点はあるものの、リゾートホテルは総合的に立地が良く高評価にしたい。,1,高評価,ホテル,train
621,一週間ほど試した。価格は安いが、バッグの品質を考えると満足できない。,0,低評価,EC商品,test
622,価格は少し高めだが、温泉旅館の静かさを考えると十分満足できる。,1,高評価,ホテル,validation
623,チェックインのスムーズさに満足した。温泉旅館を選んで正解だったと思う。,1,高評価,ホテル,train
624,一週間ほど試した。期待していなかったが、カプセルホテルは静かさが予想以上で驚いた。,1,高評価,ホテル,train
625,うどん店は期待外れだった。メニューの豊富さに不満があり、もう利用したくない。,0,低評価,飲食店,train
626,良いところも少しあったが、駅前ホテルは部屋の清潔さが悪かったので不満が残った。,0,低評価,ホテル,train
627,友人の勧めで試してみた。迫力が想像より悪かった。次回は恋愛映画を選ばないと思う。 総合的には不満が残る。,0,低評価,映画,train
628,実際に使ってみると、地図アプリは使い勝手が不安定でストレスを感じた。不満がある。 総合的には不満が残る。,0,低評価,アプリ,train
629,実際に使ってみると、カフェを使ってみたところ、メニューの豊富さが便利で満足度は高い。,1,高評価,飲食店,train
630,何度か利用してみた。チャットアプリは値段以上の価値を感じた。特に安定性が素晴らしい。,1,高評価,アプリ,train
631,今回初めて利用した。不満が多く、カレー店はメニューの豊富さのせいで快適に利用できなかった。 低評価にしたい。,0,低評価,飲食店,train
632,実際に使ってみると、家計簿アプリを使ってみたところ、機能の分かりやすさが不便で満足できなかった。,0,低評価,アプリ,train
633,ラストが良くなかった。コメディ映画を選んだのは失敗だったと思う。,0,低評価,映画,train
634,定食屋は値段以上の価値を感じた。特に店内の清潔さが素晴らしい。,1,高評価,飲食店,train
635,実際に使ってみると、ドキュメンタリー映画は期待外れだった。キャラクターに不満があり、もう利用したくない。,0,低評価,映画,train
636,何度か利用してみた。アニメ映画は音楽が安定していてストレスなく使えた。満足している。,1,高評価,映画,validation
637,不満が多く、イヤホンは軽さのせいで快適に利用できなかった。 総合的には不満が残る。,0,低評価,EC商品,train
638,パン屋は悪くないどころか、提供の早さがかなり好印象だった。 また使いたいと思う。,1,高評価,飲食店,train
639,期待していなかったが、リゾートホテルは浴場が予想以上で驚いた。,1,高評価,ホテル,validation
640,充電器は軽さが安定していてストレスなく使えた。納得している。,1,高評価,EC商品,train
641,しばらく利用した結果、メモアプリはレスポンスが不安定でストレスを感じた。不満がある。,0,低評価,アプリ,train
642,今回初めて利用した。カフェは悪くないと思っていたが、料理の味がかなり残念だった。,0,低評価,飲食店,train
643,最初は不安だったが、カレー店は実際に試すと接客が良くて気に入った。 また使いたいと思う。,1,高評価,飲食店,validation
644,何度か利用してみた。少し気になる点はあったが、寿司店はスタッフの対応が良かったので気に入っている。,1,高評価,飲食店,train
645,しばらく利用した結果、ドキュメンタリー映画は悪くないと思っていたが、キャラクターがかなり残念だった。,0,低評価,映画,train
646,最初は不安だったが、ホラー映画は実際に試すとストーリーが良くて気に入った。 総合的には満足している。,1,高評価,映画,train
647,評判ほど良くなかった。コメディ映画は迫力に問題があり、人には勧めにくい。,0,低評価,映画,train
648,評判どおりだった。ニュースアプリは動作速度が良く、人にも勧めたい。 また使いたいと思う。,1,高評価,アプリ,validation
649,不満が多く、宿泊施設はベッドの快適さのせいで快適に利用できなかった。,0,低評価,ホテル,test
650,何度か利用してみた。部屋の清潔さが想像より満足できた。次回もカプセルホテルを選びたい。,1,高評価,ホテル,validation
651,マウスは悪くないと思っていたが、サイズ感がかなり残念だった。,0,低評価,EC商品,train
652,しばらく利用した結果、居酒屋は期待外れだった。雰囲気に不満があり、もう利用したくない。,0,低評価,飲食店,train
653,民宿を使ってみたところ、部屋の清潔さが便利で満足度は高い。 総合的には満足している。,1,高評価,ホテル,validation
654,一週間ほど試した。イヤホンは全体的に使いにくく、軽さも残念だった。,0,低評価,EC商品,validation
655,何度か利用してみた。期待していたのに、マウスは操作感が予想以下で残念に感じた。,0,低評価,EC商品,train
656,家計簿アプリは操作性が安定していてストレスなく使えた。満足している。,1,高評価,アプリ,validation
657,評判どおりだった。定食屋は料理の味が良く、人にも勧めたい。,1,高評価,飲食店,test
658,今回初めて利用した。期待していなかったが、スピーカーは軽さが予想以上で驚いた。,1,高評価,EC商品,train
659,価格は少し高めだが、予約アプリの機能の分かりやすさを考えると十分満足できる。,1,高評価,アプリ,test
660,友人の勧めで試してみた。細かい欠点はあるものの、カプセルホテルは総合的に館内設備が良く高評価にしたい。,1,高評価,ホテル,train
661,期待していたのに、居酒屋はボリュームが予想以下でがっかりした。,0,低評価,飲食店,train
662,細かい欠点はあるものの、シティホテルは総合的にスタッフの対応が良く高評価にしたい。,1,高評価,ホテル,train
663,SF映画は全体的に使いやすく、ラストも申し分ない。,1,高評価,映画,train
664,一週間ほど試した。キーボードはサイズ感が不安定でストレスを感じた。不満がある。 総合的には不満が残る。,0,低評価,EC商品,train
665,細かい欠点はあるものの、掃除機は総合的に操作感が良く高評価にしたい。,1,高評価,EC商品,train
666,期待していたのに、ニュースアプリは操作性が予想以下でがっかりした。,0,低評価,アプリ,train
667,充電器はサイズ感が不安定でストレスを感じた。不満がある。,0,低評価,EC商品,train
668,評判どおりだった。充電器は品質が良く、人にも勧めたい。,1,高評価,EC商品,train
669,良い点もあるものの、写真アプリは総合的に使い勝手が悪く低評価にしたい。,0,低評価,アプリ,train
670,一週間ほど試した。シティホテルは値段以上の価値を感じた。特に眺めが素晴らしい。,1,高評価,ホテル,test
671,実際に使ってみると、カプセルホテルは値段以上の価値を感じた。特に立地が素晴らしい。,1,高評価,ホテル,train
672,良い点もあるものの、水筒は総合的に品質が悪く低評価にしたい。,0,低評価,EC商品,train
673,マウスは全体的に使いにくく、デザインも残念だった。,0,低評価,EC商品,train
674,実際に使ってみると、モニターは耐久性が安定していてストレスなく使えた。気に入っている。 高評価を付けたい。,1,高評価,EC商品,validation
675,最初は良さそうに感じたが、寿司店は使ってみると価格が悪くてがっかりした。,0,低評価,飲食店,train
676,期待していなかったが、温泉旅館はスタッフの対応が予想以上で驚いた。,1,高評価,ホテル,train
677,演出が良くなかった。ミステリー映画を選んだのは失敗だったと思う。 総合的には不満が残る。,0,低評価,映画,train
678,しばらく利用した結果、使い勝手が想像より好印象だった。次回もメモアプリを選びたい。 また使いたいと思う。,1,高評価,アプリ,train
679,細かい欠点はあるものの、うどん店は総合的にボリュームが良く高評価にしたい。,1,高評価,飲食店,train
680,しばらく利用した結果、サイズ感に満足した。バッグを選んで正解だったと思う。 また使いたいと思う。,1,高評価,EC商品,train
681,浴場が想像より良かった。次回も宿泊施設を選びたい。,1,高評価,ホテル,train
682,モニターは値段に見合わない。特に軽さがひどかった。,0,低評価,EC商品,train
683,大きな不満はなく、掃除機は品質のおかげで快適に利用できた。,1,高評価,EC商品,train
684,シティホテルを使ってみたところ、朝食が便利で満足度は高い。 総合的には満足している。,1,高評価,ホテル,test
685,ドキュメンタリー映画を使ってみたところ、演技が便利で満足度は高い。,1,高評価,映画,train
686,実際に使ってみると、価格は安いが、マウスの音質を考えると満足できない。,0,低評価,EC商品,train
687,寿司店を使ってみたところ、接客が不便で満足できなかった。,0,低評価,飲食店,train
688,今回初めて利用した。家計簿アプリは全体的に使いやすく、画面の見やすさも申し分ない。 総合的には満足している。,1,高評価,アプリ,train
689,コメディ映画は全体的に使いにくく、ストーリーも残念だった。 総合的には不満が残る。,0,低評価,映画,train
690,期待していなかったが、シティホテルはチェックインのスムーズさが予想以上で驚いた。,1,高評価,ホテル,train
691,良い点もあるものの、掃除機は総合的に耐久性が悪く低評価にしたい。 低評価にしたい。,0,低評価,EC商品,train
692,最初は良さそうに感じたが、家計簿アプリは使ってみると機能の分かりやすさが悪くてがっかりした。 次は選ばないと思う。,0,低評価,アプリ,train
693,良いところも少しあったが、家計簿アプリはデザインが不満だったので不満が残った。,0,低評価,アプリ,train
694,友人の勧めで試してみた。評判ほど良くなかった。アクション映画はラストに問題があり、人には勧めにくい。,0,低評価,映画,train
695,コストパフォーマンスが想像より残念だった。次回はスピーカーを選ばないと思う。,0,低評価,EC商品,train
696,レビューを見て選んだ。評判ほど良くなかった。チャットアプリは機能の分かりやすさに問題があり、人には勧めにくい。 総合的には不満が残る。,0,低評価,アプリ,train
697,期待していなかったが、イヤホンは動作の安定性が予想以上で驚いた。,1,高評価,EC商品,train
698,動画アプリは期待以上だった。検索機能が特に良く、また利用したい。,1,高評価,アプリ,train
699,期待していたのに、カプセルホテルは立地が予想以下で期待を下回った。,0,低評価,ホテル,train
700,何度か利用してみた。リゾートホテルは期待外れだった。眺めに不満があり、もう利用したくない。,0,低評価,ホテル,train
701,価格は安いが、動画アプリの使い勝手を考えると満足できない。 総合的には不満が残る。,0,低評価,アプリ,test
702,今回初めて利用した。不満が多く、イヤホンはコストパフォーマンスのせいで快適に利用できなかった。,0,低評価,EC商品,train
703,最初は良さそうに感じたが、動画アプリは使ってみると画面の見やすさが悪くて期待を下回った。,0,低評価,アプリ,train
704,部屋の清潔さに満足した。駅前ホテルを選んで正解だったと思う。 高評価を付けたい。,1,高評価,ホテル,train
705,実際に使ってみると、駅前ホテルは悪くないどころか、チェックインのスムーズさがかなり良かった。,1,高評価,ホテル,train
706,友人の勧めで試してみた。最初は良さそうに感じたが、SF映画は使ってみると迫力が悪くてがっかりした。,0,低評価,映画,validation
707,最初は不安だったが、チャットアプリは実際に試すと機能の分かりやすさが良くて気に入った。 高評価を付けたい。,1,高評価,アプリ,train
708,雰囲気が想像より残念だった。次回はイタリアンを選ばないと思う。,0,低評価,飲食店,train
709,実際に使ってみると、ミステリー映画は全体的に使いにくく、演技も残念だった。,0,低評価,映画,train
710,一週間ほど試した。メモアプリは悪くないどころか、レスポンスがかなり良かった。 高評価を付けたい。,1,高評価,アプリ,train
711,パン屋は全体的に使いにくく、接客も残念だった。,0,低評価,飲食店,validation
712,不満が多く、スピーカーは動作の安定性のせいで快適に利用できなかった。,0,低評価,EC商品,train
713,操作感が良くなかった。スピーカーを選んだのは失敗だったと思う。,0,低評価,EC商品,train
714,駅前ホテルは期待外れだった。スタッフの対応に不満があり、もう利用したくない。,0,低評価,ホテル,train
715,レビューを見て選んだ。大きな不満はなく、チャットアプリはデザインのおかげで快適に利用できた。,1,高評価,アプリ,train
716,一週間ほど試した。メモアプリを使ってみたところ、操作性が便利で満足度は高い。,1,高評価,アプリ,train
717,細かい欠点はあるものの、イタリアンは総合的に雰囲気が良く高評価にしたい。,1,高評価,飲食店,train
718,しばらく利用した結果、細かい欠点はあるものの、宿泊施設は総合的に立地が良く高評価にしたい。,1,高評価,ホテル,train
719,今回初めて利用した。期待していたのに、充電器は操作感が予想以下でがっかりした。,0,低評価,EC商品,train
720,観光ホテルを使ってみたところ、朝食が便利で満足度は高い。 総合的には満足している。,1,高評価,ホテル,train
721,写真アプリを使ってみたところ、操作性が便利で満足度は高い。,1,高評価,アプリ,test
722,学習アプリは悪くないどころか、動作速度がかなり満足できた。 また使いたいと思う。,1,高評価,アプリ,train
723,寿司店は値段以上の価値を感じた。特にスタッフの対応が素晴らしい。,1,高評価,飲食店,train
724,うどん店は悪くないと思っていたが、メニューの豊富さがかなり残念だった。,0,低評価,飲食店,train
725,価格は安いが、カフェのメニューの豊富さを考えると満足できない。,0,低評価,飲食店,train
726,ビジネスホテルは全体的に使いにくく、朝食も残念だった。,0,低評価,ホテル,train
727,大きな不満はなく、うどん店は価格のおかげで快適に利用できた。,1,高評価,飲食店,train
728,大きな不満はなく、ラーメン店は提供の早さのおかげで快適に利用できた。,1,高評価,飲食店,train
729,価格は少し高めだが、チャットアプリの画面の見やすさを考えると十分満足できる。,1,高評価,アプリ,train
730,最初は良さそうに感じたが、ドキュメンタリー映画は使ってみると演技が悪くてがっかりした。 低評価にしたい。,0,低評価,映画,train
731,朝食が良くなかった。空港ホテルを選んだのは失敗だったと思う。,0,低評価,ホテル,train
732,リゾートホテルは値段以上の価値を感じた。特にベッドの快適さが素晴らしい。,1,高評価,ホテル,train
733,コメディ映画は全体的に使いにくく、キャラクターも残念だった。 総合的には不満が残る。,0,低評価,映画,train
734,ビジネスホテルを使ってみたところ、館内設備が便利で満足度は高い。,1,高評価,ホテル,train
735,何度か利用してみた。評判ほど良くなかった。動画アプリは使い勝手に問題があり、人には勧めにくい。,0,低評価,アプリ,train
736,今回初めて利用した。評判ほど良くなかった。ビジネスホテルはチェックインのスムーズさに問題があり、人には勧めにくい。 低評価にしたい。,0,低評価,ホテル,train
737,今回初めて利用した。ホラー映画は値段に見合わない。特にキャラクターがひどかった。,0,低評価,映画,train
738,良いところも少しあったが、アクション映画は演技が悪かったので不満が残った。 低評価にしたい。,0,低評価,映画,train
739,品質が想像より悪かった。次回はマウスを選ばないと思う。,0,低評価,EC商品,train
740,何度か利用してみた。良い点もあるものの、パン屋は総合的にメニューの豊富さが悪く低評価にしたい。,0,低評価,飲食店,train
741,寿司店は値段に見合わない。特に提供の早さがひどかった。 次は選ばないと思う。,0,低評価,飲食店,train
742,最初は不安だったが、学習アプリは実際に試すと使い勝手が良くて気に入った。,1,高評価,アプリ,train
743,不満が多く、予約アプリは操作性のせいで快適に利用できなかった。 総合的には不満が残る。,0,低評価,アプリ,train
744,期待していたのに、カフェはボリュームが予想以下で期待を下回った。 次は選ばないと思う。,0,低評価,飲食店,train
745,良い点もあるものの、宿泊施設は総合的に館内設備が悪く低評価にしたい。,0,低評価,ホテル,train
746,ドラマ映画を使ってみたところ、演技が便利で満足度は高い。,1,高評価,映画,train
747,雰囲気が良くなかった。カレー店を選んだのは失敗だったと思う。,0,低評価,飲食店,train
748,ストーリーが想像より良かった。次回もSF映画を選びたい。,1,高評価,映画,validation
749,今回初めて利用した。バッグは悪くないと思っていたが、使いやすさがかなり残念だった。 次は選ばないと思う。,0,低評価,EC商品,train
750,宿泊施設は全体的に使いにくく、眺めも残念だった。,0,低評価,ホテル,train
751,実際に使ってみると、宿泊施設は値段以上の価値を感じた。特にスタッフの対応が素晴らしい。 高評価を付けたい。,1,高評価,ホテル,train
752,充電器は悪くないと思っていたが、操作感がかなり残念だった。,0,低評価,EC商品,train
753,最初は良さそうに感じたが、ホラー映画は使ってみると演技が悪くてがっかりした。,0,低評価,映画,train
754,動作の安定性が想像より良かった。次回もモニターを選びたい。,1,高評価,EC商品,train
755,友人の勧めで試してみた。良いところも少しあったが、バッグは操作感が悪かったので不満が残った。,0,低評価,EC商品,train
756,宿泊施設は期待外れだった。眺めに不満があり、もう利用したくない。,0,低評価,ホテル,test
757,期待していたのに、恋愛映画は演出が予想以下でがっかりした。,0,低評価,映画,test
758,提供の早さに満足した。イタリアンを選んで正解だったと思う。,1,高評価,飲食店,test
759,良い点もあるものの、観光ホテルは総合的に立地が悪く低評価にしたい。,0,低評価,ホテル,validation
760,冒険映画は値段に見合わない。特に演技がひどかった。,0,低評価,映画,train
761,しばらく利用した結果、大きな不満はなく、椅子はコストパフォーマンスのおかげで快適に利用できた。,1,高評価,EC商品,train
762,期待していたのに、学習アプリは検索機能が予想以下でがっかりした。,0,低評価,アプリ,test
763,うどん店は接客が不安定でストレスを感じた。不満がある。,0,低評価,飲食店,train
764,今回初めて利用した。少し気になる点はあったが、冒険映画はキャラクターが良かったので満足している。,1,高評価,映画,train
765,何度か利用してみた。音楽アプリは期待以上だった。デザインが特に良く、また利用したい。 総合的には納得している。,1,高評価,アプリ,train
766,何度か利用してみた。評判どおりだった。ミステリー映画は演出が良く、人にも勧めたい。,1,高評価,映画,train
767,ミステリー映画は期待以上だった。ストーリーが特に良く、また利用したい。,1,高評価,映画,train
768,最初は不安だったが、ビジネスホテルは実際に試すと眺めが良くて気に入った。 また使いたいと思う。,1,高評価,ホテル,train
769,一週間ほど試した。良いところも少しあったが、シティホテルは眺めが悪かったので不満が残った。,0,低評価,ホテル,train
770,地図アプリは全体的に使いやすく、デザインも申し分ない。 総合的には満足している。,1,高評価,アプリ,train
771,コメディ映画は全体的に使いやすく、ストーリーも申し分ない。 高評価を付けたい。,1,高評価,映画,train
772,デザインに満足した。地図アプリを選んで正解だったと思う。,1,高評価,アプリ,train
773,館内設備が想像より良かった。次回も温泉旅館を選びたい。,1,高評価,ホテル,train
774,実際に使ってみると、価格は安いが、チャットアプリの使い勝手を考えると満足できない。,0,低評価,アプリ,train
775,実際に使ってみると、評判ほど良くなかった。ミステリー映画は世界観に問題があり、人には勧めにくい。,0,低評価,映画,validation
776,パン屋はメニューの豊富さが不安定でストレスを感じた。不満がある。,0,低評価,飲食店,train
777,細かい欠点はあるものの、充電器は総合的に操作感が良く高評価にしたい。 高評価を付けたい。,1,高評価,EC商品,train
778,何度か利用してみた。キーボードを使ってみたところ、耐久性が便利で満足度は高い。,1,高評価,EC商品,test
779,冒険映画は全体的に使いにくく、世界観も残念だった。,0,低評価,映画,validation
780,大きな不満はなく、動画アプリはデザインのおかげで快適に利用できた。,1,高評価,アプリ,train
781,機能の分かりやすさが良くなかった。ニュースアプリを選んだのは失敗だったと思う。,0,低評価,アプリ,train
782,写真アプリを使ってみたところ、デザインが不便で満足できなかった。,0,低評価,アプリ,train
783,最初は不安だったが、写真アプリは実際に試すと安定性が良くて気に入った。 高評価を付けたい。,1,高評価,アプリ,train
784,SF映画は値段に見合わない。特にテンポがひどかった。,0,低評価,映画,test
